File,SCR_Peaks_N,SCR_Peaks_Amplitude_Mean,EDA_Tonic_SD,EDA_Sympathetic,EDA_SympatheticN,EDA_Autocorrelation
control1.csv,6,0.49874584122312204,0.9423975960949086,,,
end1.csv,7,1.1508434608619935,0.7443974382412679,,,
high1.csv,5,0.0315437693385213,0.9224971726925184,,,
high2.csv,4,0.38713866920557927,0.8492748587557732,,,
high3.csv,7,0.6191219398691528,0.8438796681754342,,,
high4.csv,3,0.05647110464541245,0.9247873886991231,,,
high5.csv,8,0.11093193398912803,0.9926706939184066,,,
intervene1.csv,8,0.102476802280415,0.9492399121900235,,,
low1.csv,4,0.06146552363282294,0.9711540530812424,,,
low2.csv,3,0.049318781261976835,0.9828446564761503,,,
low3.csv,3,0.3681820319889942,0.9650205127948976,,,
low4.csv,3,0.3366401781731076,0.9038974586456476,,,
low5.csv,6,0.009583804373700796,0.9623948873886666,,,
mid1.csv,15,0.0131078005504224,0.9450864790578327,,,
mid2.csv,6,0.04549427291866414,0.9424814248626503,,,
mid3.csv,4,0.2657580139032735,0.9525655041645217,,,
mid4.csv,5,0.06152940520505912,0.9918146891714354,,,
mid5.csv,29,0.031111993661228427,0.8596849053111477,,,
start1.csv,4,0.43287321849712707,0.9493235770999142,,,
