File,SCR_Peaks_N,SCR_Peaks_Amplitude_Mean,EDA_Tonic_SD,EDA_Sympathetic,EDA_SympatheticN,EDA_Autocorrelation
end1.csv,10,0.6087161243385198,0.7611044294905078,,,
high1.csv,5,0.9146440320130271,0.7486509668340919,,,
high2.csv,3,0.536797702560388,0.8912693491349486,,,
high3.csv,34,0.09216871706419091,0.9273294520585301,,,
high4.csv,41,0.19665979293887373,0.9177250612422057,,,
high5.csv,22,0.159765872209609,0.8330460715825108,,,
high6.csv,18,0.4261951736505212,0.7754419090422278,,,
high7.csv,12,0.20090013909536425,0.9026667462087457,,,
low1.csv,59,0.22445032657519567,0.8690502041933998,,,
low2.csv,4,0.5016392152201495,0.8515326138331718,,,
low3.csv,4,1.379034504330905,0.8296568366313215,,,
low4.csv,13,0.4009431387789022,0.613372302677011,,,
low5.csv,35,0.271537483775103,0.8829030122718038,,,
low6.csv,16,0.25228957175704314,0.4899430991036021,,,
mid1.csv,27,0.44005221755781676,0.8263967302830291,,,
mid2.csv,38,0.14611434205424137,0.9644541055905486,,,
mid3.csv,67,0.3515185762991255,0.8511919885203307,,,
mid4.csv,3,1.0771545725574465,0.6941799203602338,,,
mid5.csv,5,0.6019608895087216,0.7707802053266323,,,
start1.csv,66,0.4915718027437293,0.43417705767761255,,,
