File,SCR_Peaks_N,SCR_Peaks_Amplitude_Mean,EDA_Tonic_SD,EDA_Sympathetic,EDA_SympatheticN,EDA_Autocorrelation
control1.csv,28,0.1132476259558811,0.9074341935820671,,,
end1.csv,31,0.1051911632022285,0.9639239612603798,,,
high1.csv,43,0.16474805942150653,0.9030757017733433,,,
high2.csv,53,0.0786164634757249,0.9800656274663399,,,
high3.csv,77,0.16976555326588705,0.934771492049628,,,
high4.csv,65,0.1221443186245096,0.9589679499122886,,,
high5.csv,20,0.10374797476998064,0.9484933553398048,,,
high6.csv,46,0.15239092929938644,0.9890329409325477,,,
intervene1.csv,23,0.18598274504316634,0.9063999164035499,,,
low1.csv,36,0.02052551637672272,0.9925418492524233,,,
low2.csv,20,0.08335224822254449,0.9076912452703849,,,
low3.csv,31,0.055589467088564146,0.9648274820339442,,,
low4.csv,16,0.12896680574293878,0.9830799146601472,,,
low5.csv,43,0.07399836442040728,0.993742468768182,,,
low6.csv,56,0.0716737105970837,0.9593213252235392,,,
mid1.csv,37,0.14326706518556417,0.9516779817456764,,,
mid2.csv,57,0.18272259788260267,0.6761521020426735,,,
mid3.csv,37,0.330025495330663,0.6466392842524106,,,
mid4.csv,55,0.17170261171845425,0.9017794823538589,,,
mid5.csv,59,0.21449009474371197,0.8548514581010995,,,
mid6.csv,35,0.23240436586262778,0.9277246352387649,,,
start1.csv,17,0.021379504219283037,0.9855416310121212,,,
