File,SCR_Peaks_N,SCR_Peaks_Amplitude_Mean,EDA_Tonic_SD,EDA_Sympathetic,EDA_SympatheticN,EDA_Autocorrelation
end1.csv,102,0.1255952898853859,0.38357245711391114,,,
high1.csv,19,0.20173104012347134,0.2230462656024703,,,
high2.csv,26,0.27446373092348875,0.258908704300468,,,
high3.csv,71,0.1974526111593023,0.31252938414224984,,,
high4.csv,50,0.1667638305930531,0.3212162736455868,,,
high5.csv,63,0.15547471602590576,0.3394356030321447,,,
low1.csv,87,0.25899533815899933,0.6980536217461049,,,
low2.csv,41,0.33590640040561304,0.6907942022119826,,,
low3.csv,50,0.3825001516567759,0.42768090859969515,,,
low4.csv,49,0.3765298610883256,0.2642232104995383,,,
low5.csv,58,0.3706400651645591,0.2153923003993172,,,
mid1.csv,27,0.1917904529557965,0.21239441511090196,,,
mid2.csv,25,0.21200723933059354,0.23656933676972028,,,
mid3.csv,42,0.15608285991370247,0.27171833537014206,,,
mid4.csv,80,0.21086890726373428,0.5260903241836483,,,
mid5.csv,32,0.14099468727151193,0.21223201809849707,,,
start1.csv,97,0.1197467367653729,0.9448542177945908,,,
