File,SCR_Peaks_N,SCR_Peaks_Amplitude_Mean,EDA_Tonic_SD,EDA_Sympathetic,EDA_SympatheticN,EDA_Autocorrelation
end1.csv,5,0.06965501221372014,0.9169107737996873,,,
high1.csv,10,0.01857904168670771,0.998829931402098,,,
high2.csv,13,0.011327538827631736,0.9849692657830003,,,
high3.csv,6,0.12145537080221362,0.9543606157721005,,,
high4.csv,4,0.4068479437665456,0.9587575675060078,,,
high5.csv,7,0.09323373628540862,0.9846875277300025,,,
high6.csv,13,0.04039599052300264,0.9475064392370633,,,
high7.csv,6,0.24173049215535167,0.9772030821099906,,,
low1.csv,7,0.07964281421277744,0.9869495190509088,,,
low2.csv,4,0.035221934728838514,0.866384479478103,,,
low3.csv,5,0.03491636284532755,0.9683861208546435,,,
low4.csv,15,0.031260267202132694,0.9680641250789319,,,
low5.csv,9,0.04770587893917286,0.9199909573564345,,,
low6.csv,3,0.41683223391994223,0.5468020237814076,,,
mid1.csv,14,0.1688131062875385,0.897976246480947,,,
mid2.csv,10,0.04549079939658197,0.9286578584346099,,,
mid3.csv,8,0.6343908709047015,0.6352524776592674,,,
mid4.csv,5,0.4176053988857201,0.93187754721739,,,
mid5.csv,8,0.5959465513607719,0.7538294488847362,,,
start1.csv,9,0.038948976306026596,0.989927907544123,,,
