File,SCR_Peaks_N,SCR_Peaks_Amplitude_Mean,EDA_Tonic_SD,EDA_Sympathetic,EDA_SympatheticN,EDA_Autocorrelation
control1.csv,6,0.9041092326144456,0.8470687460007813,,,
end1.csv,6,0.7157810414547668,0.9462321164341234,,,
high1.csv,4,0.8107863423326798,0.7974094972507039,,,
high2.csv,5,0.11817608523814109,0.994972468842268,,,
high3.csv,3,0.08822846743657717,0.6895892804440347,,,
high4.csv,3,0.849221273039718,0.7855076188621724,,,
high5.csv,8,0.18656772065260124,0.8851634646166803,,,
high6.csv,2,1.530856865432979,0.8250761766025452,,,
high7.csv,5,0.7527707742537089,0.9894896815610954,,,
intervene1.csv,5,0.35441683189549134,0.8955919547928186,,,
low1.csv,3,0.5252605130648723,0.872355853544309,,,
low2.csv,3,0.27117506051466883,0.9405608192887176,,,
low3.csv,3,0.014956598202973155,0.9672397750532986,,,
low4.csv,2,0.9246469597147091,0.8751861255433374,,,
low5.csv,3,0.2942521960107291,0.9669951627070643,,,
low6.csv,2,0.4434785148654302,0.9287938040558492,,,
mid1.csv,3,0.5017694831528102,0.9657994791799974,,,
mid2.csv,4,0.0021766690901376677,1.0058325861976614,,,
mid3.csv,2,0.6394556441142237,0.9320589110026501,,,
mid4.csv,6,0.03503168472515103,0.9926669466206947,,,
mid5.csv,5,0.0942189652760024,0.988826178977601,,,
start1.csv,5,0.6362140165690342,0.9195758809487198,,,
