File,SCR_Peaks_N,SCR_Peaks_Amplitude_Mean,EDA_Tonic_SD,EDA_Sympathetic,EDA_SympatheticN,EDA_Autocorrelation
end1.csv,5,0.5569485739083052,0.8984176691862453,,,
high1.csv,6,0.5083569900950802,0.8780379183665082,,,
high2.csv,2,0.013013263009974504,0.8983096799666039,,,
high3.csv,2,0.05692276770055163,0.8957420352651742,,,
high4.csv,4,0.8151763190950541,0.7986151493421233,,,
high5.csv,5,1.0550205058431033,0.8722082808460321,,,
high6.csv,2,0.5332084651042804,0.954683722982614,,,
high7.csv,3,1.7035324554253417,0.7376028478851872,,,
low1.csv,4,0.06344557034157645,0.9595558255143478,,,
low2.csv,6,0.5701182205210041,0.9141780747876318,,,
low3.csv,1,1.0836840415996702,0.932132732866274,,,
low4.csv,3,0.20652027236031034,0.9616187832139496,,,
low5.csv,6,0.17696835018592252,1.004565333406883,,,
low6.csv,5,0.451237489130156,0.9376286113662627,,,
mid1.csv,4,0.9003177360326126,0.8069626924230888,,,
mid2.csv,2,1.6181063858080478,0.7822213320382554,,,
mid3.csv,48,0.00514182528688074,0.9922838766709952,,,
mid4.csv,11,0.012945868626794432,0.9749803737190487,,,
mid5.csv,5,0.5216828107909095,0.8183968717006009,,,
start1.csv,10,0.8882514480906512,0.777474979954648,,,
