File,SCR_Peaks_N,SCR_Peaks_Amplitude_Mean,EDA_Tonic_SD,EDA_Sympathetic,EDA_SympatheticN,EDA_Autocorrelation
control1.csv,2,0.703729725416902,0.9525007561486545,,,
end1.csv,5,1.1412165824948102,0.7154892534457324,,,
high1.csv,6,0.6108284879842951,0.8313103034157623,,,
high2.csv,4,0.7397318095986365,0.8094931808813645,,,
high3.csv,6,0.240150460265496,0.9923394895335532,,,
high4.csv,6,0.09572417080197644,0.9574221331863423,,,
high5.csv,8,0.18029717664564862,0.9593169079972445,,,
intervene1.csv,3,0.7940096891714372,0.9228245495726789,,,
low1.csv,7,0.019005412427557693,0.998163426119674,,,
low2.csv,4,0.006158831519802747,0.9381475436581435,,,
low3.csv,4,0.27095469299024666,1.0005801612146161,,,
low4.csv,4,0.30116899615005077,0.9697413284048109,,,
low5.csv,2,0.766426473198075,0.9211991888815648,,,
mid1.csv,5,0.023792239468057846,0.9192859359417579,,,
mid2.csv,2,1.973613894660472,0.4977031755993789,,,
mid3.csv,7,0.04043880145171069,0.9815771775564233,,,
mid4.csv,12,0.05739715266796849,0.9805617325255185,,,
mid5.csv,4,0.8343615001032674,0.593862043416644,,,
start1.csv,7,0.16454493924758778,0.9961843883598858,,,
