File,SCR_Peaks_N,SCR_Peaks_Amplitude_Mean,EDA_Tonic_SD,EDA_Sympathetic,EDA_SympatheticN,EDA_Autocorrelation
end1.csv,9,0.41026576780897445,0.9762911673162198,0.0455797293259081,0.01828220556479356,
high1.csv,5,1.6051759128552106,0.6586878581319433,,,
high2.csv,3,0.4380522075295981,0.9677833721468204,,,
high3.csv,6,0.05267459698499407,0.9637241604422856,,,
high4.csv,7,0.06092062244029959,0.9785650834537228,,,
high5.csv,3,1.1449628096582478,0.9012535379807404,,,
high6.csv,5,0.5773062686355174,0.8119598599995609,,,
high7.csv,5,0.2484166803796827,0.9221231773781268,,,
low1.csv,6,0.24423563132573603,0.9985241678017547,,,
low2.csv,6,0.3645396153085976,0.9055311981399785,,,
low3.csv,4,0.5913960894643921,0.7726593220505337,,,
low4.csv,4,0.13770802896236445,0.9495846106472621,,,
low5.csv,4,0.6318153962069597,0.9145078601742573,,,
low6.csv,8,0.17865801717794522,0.9466158332165058,,,
mid1.csv,10,0.27738325242555517,0.9290090138973571,,,
mid2.csv,8,1.287469824214844,0.45157472681444716,,,
mid3.csv,5,0.36141790610427776,0.9655220109401174,,,
mid4.csv,2,0.2510972247291466,0.9721043815610992,,,
mid5.csv,6,0.808012590997312,0.8572828616089959,,,
start1.csv,8,0.7340164731607075,0.9425175635578994,0.07192698012735198,0.006466362859922319,
